,Source,Location,Latitude,Longitude,Speed_Max,Date,Description,Speed,Tempo,Distance,Duration,Start,Ascent,Descent,Elevation_Gain,Elevation_Max,Calories,Km_1,Km_2,Km_3,Km_4,Km_5,Km_6,Km_7,Km_8,Km_9,Km_10,Km_11,Km_12,Km_13,Km_14,Km_15,Km_16,Km_17,Km_18,Km_19
275,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,4.040692202812453,2017-11-27,Running 10.09 km in 57:28 min (5:42 min/km),2.926785841154602,05:41,10.092860000000375,57.47408333333333,08:00:33,87.31282424926758,80.55641555786134,0.0,0.0,786.0,,,,,,,,,,,,,,,,,,,
276,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.740306971224142,2017-11-30,Running 5.18 km in 29:52 min (5:46 min/km),2.889993018423922,05:46,5.1784600000000705,29.864316666666664,06:23:06,19.444900512695312,19.857101440429688,0.0,0.0,405.0,,,,,,,,,,,,,,,,,,,
277,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.996296195191673,2017-12-01,Running 4.16 km in 22:36 min (5:26 min/km),3.064067386416764,05:26,4.155240000000116,22.601983333333333,08:21:48,24.589462280273438,28.185653686523438,0.0,0.0,327.0,,,,,,,,,,,,,,,,,,,
278,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.797754064940626,2017-12-02,Running 7.33 km in 39:19 min (5:22 min/km),3.105421026732726,05:22,7.32688999999985,39.32311666666667,12:33:00,44.49666213989258,42.49114227294922,0.0,0.0,585.0,,,,,,,,,,,,,,,,,,,
279,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.148148148148148,2017-12-03,Running 14.80 km in 2:34:19 hr (10:26 min/km),1.598128761835533,10:25,14.797249999999002,154.3185,00:21:04,245.84409427642822,235.34087371826172,0.0,0.0,882.0,,,,,,,,,,,,,,,,,,,
280,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.969922791925826,2017-12-04,Running 10.22 km in 56:05 min (5:29 min/km),3.036113104764269,05:29,10.216050000000529,56.080749999999995,09:58:41,65.24680709838867,66.43320846557617,0.0,0.0,804.0,,,,,,,,,,,,,,,,,,,
281,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.522915106221737,2017-12-05,Running 4.28 km in 23:51 min (5:35 min/km),2.98873597411162,05:34,4.2779900000001225,23.856183333333334,10:16:06,34.66195106506348,34.82577419281006,0.0,0.0,335.0,,,,,,,,,,,,,,,,,,,
282,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,4.232377721664887,2017-12-08,Running 7.05 km in 49:31 min (7:01 min/km),2.373297362295984,07:01,7.049969999999988,49.508966666666666,07:35:20,87.79898071289062,77.60755920410156,0.0,0.0,515.0,,,,,,,,,,,,,,,,,,,
283,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.096385542168675,2017-12-10,Running 15.44 km in 2:53:02 hr (11:12 min/km),1.487487106054879,11:12,15.442809999998708,173.03018333333333,00:24:00,305.53930664062494,275.0231475830078,0.0,0.0,906.0,,,,,,,,,,,,,,,,,,,
284,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,4.048594276539155,2017-12-11,Running 10.46 km in 1:02:50 hr (6 min/km),2.776063154722453,06:00,10.464469999999858,62.8256,08:37:19,79.42288208007812,78.16778564453125,0.0,0.0,805.0,,,,,,,,,,,,,,,,,,,
285,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.869206531405328,2017-12-13,Running 5.07 km in 30:04 min (5:56 min/km),2.808201712274921,05:56,5.065760000000127,30.065266666666666,07:47:35,43.64849090576172,40.467140197753906,0.0,0.0,392.0,,,,,,,,,,,,,,,,,,,
286,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,4.798585364943435,2017-12-15,Running 5.38 km in 23:45 min (4:25 min/km),3.775578252781488,04:24,5.378499999999869,23.7425,08:34:09,23.973876953125,26.89892578125,0.0,0.0,435.0,,,,,,,,,,,,,,,,,,,
287,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.105596273291925,2017-12-17,Running 10.49 km in 56:19 min (5:22 min/km),3.105596273291925,05:21,10.493809807453413,56.0,11:59:47,0.0,0.0,0.0,0.0,815.0,,,,,,,,,,,,,,,,,,,
288,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,4.584064845072268,2017-12-18,Running 10.29 km in 45:37 min (4:26 min/km),3.760941636566853,04:25,10.293779999999483,45.61703333333333,11:57:21,43.40538787841798,40.205537796020515,0.0,0.0,830.0,,,,,,,,,,,,,,,,,,,
289,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.076929230769231,2017-12-19,Running 5.18 km in 28:02 min (5:25 min/km),3.076929936896376,05:24,5.1753899999998305,28.0333,11:03:08,0.0,0.0,0.0,0.0,402.0,,,,,,,,,,,,,,,,,,,
290,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.134802507836991,2017-12-20,Running 7.39 km in 39:17 min (5:19 min/km),3.134802516538977,05:18,7.387880000000385,39.278816666666664,11:46:58,0.0,0.0,0.0,0.0,573.0,,,,,,,,,,,,,,,,,,,
291,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,4.85577063987977,2017-12-21,Running 5.64 km in 27:19 min (4:50 min/km),3.443227556659483,04:50,5.641779999999914,27.308583333333335,10:32:19,23.854862213134766,22.216623306274414,0.0,0.0,446.0,,,,,,,,,,,,,,,,,,,
292,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,5.02492574186694,2017-12-22,Running 6.13 km in 30:01 min (4:54 min/km),3.406472591102079,04:53,6.134880000000108,30.015800000000002,12:57:55,36.40059471130371,34.017221450805664,0.0,0.0,490.0,,,,,,,,,,,,,,,,,,,
293,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,4.409611566853479,2017-12-25,Running 11.19 km in 48:47 min (4:22 min/km),3.823707243154706,04:21,11.193619999999413,48.79043333333333,15:45:57,63.5794677734375,60.62007141113281,0.0,0.0,909.0,,,,,,,,,,,,,,,,,,,
294,Nike+ 2.10.6  ,"Montréal, Canada",45.496050800751206,-73.57507441878093,2.987701197681172,2017-12-26,Running 19.30 km in 1:47:40 hr (5:35 min/km),2.987701197681172,05:39,19.0,107.6636,15:20:10,0.0,0.0,0.0,0.0,1502.0,"Duration=7.1, Speed=2.35","Duration=7.683, Speed=2.17","Duration=16.0, Speed=1.04","Duration=7.533, Speed=2.21","Duration=18.133, Speed=0.92","Duration=4.233, Speed=3.94","Duration=27.333, Speed=0.61","Duration=6.483, Speed=2.57","Duration=5.867, Speed=2.84","Duration=8.317, Speed=2.0","Duration=5.983, Speed=2.79","Duration=5.5, Speed=3.03","Duration=5.15, Speed=3.24","Duration=7.383, Speed=2.26","Duration=32.033, Speed=0.52","Duration=5.95, Speed=2.8","Duration=1.983, Speed=3.31",,
295,Nike+ 2.10.6  ,indoor,45.496050800751206,-73.57507441878093,4.468931563130993,2017-12-28,Running 8.20 km in 40:04 min (4:53 min/km),3.409982528309048,04:53,8.1991700000005,40.074349999999995,19:43:54,73.85282897949219,73.52518081665039,0.0,0.0,653.0,,,,,,,,,,,,,,,,,,,
296,Nike+ 2.10.6  ,indoor,45.496050800751206,-73.57507441878093,3.957684887338732,2017-12-30,Running 2.13 km in 16:11 min (7:36 min/km),2.193369545861092,07:35,2.130829999999955,16.19145,14:05:12,15.57383728027344,15.272613525390627,0.0,0.0,147.0,,,,,,,,,,,,,,,,,,,
297,Nike+ 2.10.6  ,indoor,45.496050800751206,-73.57507441878093,4.230029643139261,2018-01-01,Running 7.07 km in 35:25 min (5 min/km),3.32820447890666,05:00,7.071039999999991,35.409683333333334,16:22:01,33.08712959289551,30.01146936416626,0.0,0.0,559.0,,,,,,,,,,,,,,,,,,,
298,Nike+ 2.10.6  ,indoor,45.496050800751206,-73.57507441878093,4.264198349372803,2018-01-02,Running 8.19 km in 34:55 min (4:16 min/km),3.909967243978516,04:15,8.190920000000201,34.9147,15:59:02,56.0673885345459,48.86442565917969,0.0,0.0,668.0,,,,,,,,,,,,,,,,,,,
299,Nike+ 2.10.6  ,indoor,45.496050800751206,-73.57507441878093,2.747258241758241,2018-01-03,Running 15.73 km in 1:35:26 hr (6:04 min/km),2.747258025163346,06:21,15.0,95.42848333333333,15:10:04,0.0,0.0,0.0,0.0,1231.0,,,,,,,,,,,,,,,,,,,
300,Nike+ 2.10.6  ,"Montréal, Canada",45.50295189744769,-73.57829151589347,2.819792566983578,2018-01-04,Running 13.05 km in 1:17:08 hr (5:55 min/km),2.819792566983578,05:56,13.0,77.0,16:24:50,0.0,0.0,0.0,0.0,1019.0,"Duration=9.15, Speed=1.82","Duration=6.783, Speed=2.46","Duration=25.6, Speed=0.65","Duration=6.0, Speed=2.78","Duration=28.183, Speed=0.59","Duration=6.033, Speed=2.76","Duration=16.167, Speed=1.03","Duration=54.733, Speed=0.3","Duration=0.933, Speed=17.86","Duration=4.683, Speed=3.56","Duration=0.767, Speed=3.33",,,,,,,,
301,Nike+ 2.10.6  ,"Montréal, Canada",45.502849684403145,-73.5781553301511,2.930672268907564,2018-01-08,Running 16.74 km in 1:35:12 hr (5:41 min/km),2.930672268907564,05:41,16.740000000000002,95.0,15:36:02,0.0,0.0,0.0,0.0,1304.0,"Duration=9.433, Speed=1.77","Duration=7.15, Speed=2.33","Duration=6.2, Speed=2.69","Duration=10.1, Speed=1.65","Duration=16.5, Speed=1.01","Duration=64.517, Speed=0.26","Duration=4.083, Speed=4.08","Duration=5.15, Speed=3.24","Duration=5.783, Speed=2.88","Duration=5.583, Speed=2.99","Duration=5.25, Speed=3.17","Duration=5.55, Speed=3.0","Duration=5.417, Speed=3.01",,,,,,
302,Nike+ 2.10.6  ,indoor,45.50281280291789,-73.5788088908783,3.150427984713306,2018-01-09,Running 10.18 km in 53:51 min (5:17 min/km),3.150427984713307,05:23,10.0,53.85511666666666,17:11:11,0.0,0.0,0.0,0.0,790.0,"Duration=9.0, Speed=1.85","Duration=7.617, Speed=2.19","Duration=7.85, Speed=2.12","Duration=13.9, Speed=1.2","Duration=14.767, Speed=1.13","Duration=5.15, Speed=3.24","Duration=23.033, Speed=0.72","Duration=4.767, Speed=3.12",,,,,,,,,,,
303,Nike+ 2.10.6  ,indoor,45.50281280291789,-73.5788088908783,4.396156681028324,2018-01-11,Running 5.16 km in 26:11 min (5:04 min/km),3.285930868736123,05:04,5.16270999999997,26.18593333333333,17:22:02,33.55213928222656,30.510826110839844,0.0,0.0,404.0,,,,,,,,,,,,,,,,,,,
304,Nike+ 2.10.6  ,indoor,45.50281280291789,-73.5788088908783,4.805333492666952,2018-01-12,Running 5.43 km in 22:32 min (4:09 min/km),4.018070177255021,04:08,5.432679999999776,22.534366666666664,15:34:48,23.548309326171864,13.058288574218741,0.0,0.0,443.0,,,,,,,,,,,,,,,,,,,
305,Nike+ 2.10.6  ,indoor,45.50281280291789,-73.5788088908783,4.572204601087686,2018-01-15,Running 11.12 km in 48:02 min (4:19 min/km),3.859637373588671,04:19,11.12294999999974,48.03106666666667,15:56:32,98.9231185913086,74.6824722290039,0.0,0.0,906.0,,,,,,,,,,,,,,,,,,,
306,Nike+ 2.10.6  ,indoor,45.50281280291789,-73.5788088908783,2.543382543382544,2018-01-16,Running 9.82 km in 1:04:21 hr (6:33 min/km),2.543382543382543,07:09,9.0,64.0,14:30:55,0.0,0.0,0.0,0.0,772.0,,,,,,,,,,,,,,,,,,,
307,Nike+ 2.10.6  ,indoor,45.50281280291789,-73.5788088908783,2.89252896524171,2018-01-18,Running 14.48 km in 1:23:26 hr (5:46 min/km),2.89252896524171,05:57,14.0,83.0,14:44:34,0.0,0.0,0.0,0.0,1129.0,,,,,,,,,,,,,,,,,,,
308,Nike+ 2.10.6  ,"Montréal, Canada",45.50312696343865,-73.57823774794872,2.81314776428783,2018-01-20,Running 9.50 km in 56:17 min (5:55 min/km),2.813147764287829,06:15,9.0,56.0,15:57:27,0.0,0.0,0.0,0.0,742.0,"Duration=12.083, Speed=1.38","Duration=8.267, Speed=2.02","Duration=6.817, Speed=2.44","Duration=9.783, Speed=1.7","Duration=39.083, Speed=0.43","Duration=81.833, Speed=0.2","Duration=0.933, Speed=3.51",,,,,,,,,,,,
309,Nike+ 2.10.6  ,indoor,45.50312696343865,-73.57823774794872,4.352445594320599,2018-01-22,Running 7.54 km in 37:26 min (4:58 min/km),3.357716489929627,04:57,7.541720000000076,37.43476666666666,15:36:33,35.074161529541016,35.03188514709473,0.0,0.0,597.0,,,,,,,,,,,,,,,,,,,
310,Nike+ 2.10.6  ,indoor,45.50312696343865,-73.57823774794872,4.608236959420155,2018-01-23,Running 8.19 km in 33:59 min (4:09 min/km),4.017420549891125,04:08,8.18955999999966,33.9752,14:51:11,60.22113037109375,55.31170654296875,0.0,0.0,669.0,,,,,,,,,,,,,,,,,,,
311,Nike+ 2.10.6  ,indoor,45.50312696343865,-73.57823774794872,4.57514383547997,2018-01-27,Running 10.10 km in 45:01 min (4:27 min/km),3.739037235174842,04:27,10.099419999999888,45.017916666666665,19:24:46,48.798370361328125,48.697959899902344,0.0,0.0,815.0,,,,,,,,,,,,,,,,,,,
312,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,2.91157440690151,2018-01-28,Running 12.15 km in 1:09:33 hr (5:43 min/km),2.91157440690151,05:47,12.0,69.0,17:28:58,0.0,0.0,0.0,0.0,947.0,"Duration=7.817, Speed=2.13","Duration=7.183, Speed=2.32","Duration=6.183, Speed=2.7","Duration=73.617, Speed=0.23","Duration=7.567, Speed=2.2","Duration=12.2, Speed=1.37","Duration=4.333, Speed=3.85","Duration=4.383, Speed=3.8","Duration=18.083, Speed=0.92","Duration=4.733, Speed=3.52","Duration=4.717, Speed=3.53","Duration=4.033, Speed=1.74",,,,,,,
313,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.749083267177993,2018-01-29,Running 9.20 km in 37:58 min (4:08 min/km),4.037202255554555,04:07,9.19861999999985,37.974399999999996,13:42:42,21.149127960205078,22.132068634033203,0.0,0.0,753.0,,,,,,,,,,,,,,,,,,,
314,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.860967606689616,2018-01-30,Running 12.34 km in 1:00:17 hr (4:53 min/km),3.41233831126349,04:53,12.343680000000276,60.28945,17:15:05,30.661487579345703,26.505115509033196,0.0,0.0,973.0,,,,,,,,,,,,,,,,,,,
315,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.456287754661924,2018-02-01,Running 7.18 km in 40:46 min (5:41 min/km),2.936632037443106,05:40,7.1816100000000915,40.758766666666666,14:58:59,15.166961669921875,17.912338256835938,0.0,0.0,547.0,,,,,,,,,,,,,,,,,,,
316,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.840460857225276,2018-02-02,Running 10.39 km in 46:26 min (4:28 min/km),3.728441893663926,04:28,10.387070000000222,46.43168333333333,16:22:42,23.91565704345703,20.78186798095704,0.0,0.0,838.0,,,,,,,,,,,,,,,,,,,
317,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.695466721372798,2018-02-03,Running 10.61 km in 44:32 min (4:12 min/km),3.969832468313046,04:11,10.605859999999687,44.5269,18:08:24,18.712902069091808,15.034793853759767,0.0,0.0,867.0,,,,,,,,,,,,,,,,,,,
318,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.771182882301114,2018-02-04,Running 10.41 km in 48:45 min (4:41 min/km),3.55918991932432,04:40,10.410780000000246,48.7507,20:40:45,21.141159057617188,18.881973266601562,0.0,0.0,833.0,,,,,,,,,,,,,,,,,,,
319,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.841407588766939,2018-02-07,Running 10.49 km in 44:57 min (4:17 min/km),3.888398702744984,04:17,10.488519999999887,44.956466666666664,06:30:13,9.496490478515629,12.167877197265625,0.0,0.0,853.0,,,,,,,,,,,,,,,,,,,
320,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,5.203678154542979,2018-02-09,Running 10.43 km in 45:15 min (4:20 min/km),3.840501041073594,04:20,10.428749999999948,45.25776666666666,06:05:24,10.355262756347656,9.224349975585938,0.0,0.0,843.0,,,,,,,,,,,,,,,,,,,
321,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,5.07688883530263,2018-02-10,Running 8.24 km in 35:52 min (4:21 min/km),3.830292588890824,04:21,8.243819999999463,35.87114999999999,09:25:19,8.098716735839846,8.201766967773438,0.0,0.0,665.0,,,,,,,,,,,,,,,,,,,
322,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,5.421722111673134,2018-02-12,Running 7.01 km in 31:03 min (4:26 min/km),3.765043567621279,04:25,7.012419999999605,31.041783333333335,09:34:02,6.1486358642578125,9.4964599609375,0.0,0.0,563.0,,,,,,,,,,,,,,,,,,,
323,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,5.051473058624463,2018-02-13,Running 7.30 km in 30:47 min (4:13 min/km),3.951812773052534,04:13,7.299669999999446,30.786166666666666,10:50:43,8.39202880859375,6.167198181152345,0.0,0.0,591.0,,,,,,,,,,,,,,,,,,,
324,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.699886589110057,2018-02-15,Running 10.09 km in 43:03 min (4:16 min/km),3.908173378448569,04:15,10.094890000000223,43.050333333333334,06:27:34,12.445297241210938,11.568046569824219,0.0,0.0,821.0,,,,,,,,,,,,,,,,,,,
325,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,5.187742950518325,2018-02-16,Running 6.39 km in 28:42 min (4:30 min/km),3.707448550399552,04:29,6.385219999999535,28.70446666666667,07:05:09,6.259647369384765,9.509700775146484,0.0,0.0,515.0,,,,,,,,,,,,,,,,,,,
326,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.960020780871426,2018-02-17,Running 10.17 km in 50:01 min (4:55 min/km),3.388278589677328,04:55,10.168179999999996,50.01645,09:13:35,12.49819564819336,14.083587646484375,0.0,0.0,803.0,,,,,,,,,,,,,,,,,,,
327,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.779947471693359,2018-02-18,Running 7.36 km in 33 min (4:29 min/km),3.714208096723374,04:29,7.355639999999551,33.006766666666664,10:18:03,10.220492839813232,10.553424835205078,0.0,0.0,592.0,,,,,,,,,,,,,,,,,,,
328,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,5.25249754366299,2018-02-19,Running 7.68 km in 33:20 min (4:20 min/km),3.841290305158011,04:20,7.681239999999522,33.32751666666667,06:59:43,10.34466171264648,7.921653747558592,0.0,0.0,625.0,,,,,,,,,,,,,,,,,,,
329,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.874900879751157,2018-02-20,Running 5.25 km in 21:18 min (4:04 min/km),4.103682401747831,04:03,5.245609999999799,21.304483333333334,08:19:23,6.449913024902344,6.89117431640625,0.0,0.0,429.0,,,,,,,,,,,,,,,,,,,
330,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.942428342481033,2018-02-22,Running 10.43 km in 43:12 min (4:08 min/km),4.025759067605371,04:08,10.434219999999929,43.19773333333333,06:55:02,10.18878173828125,11.578641891479492,0.0,0.0,847.0,,,,,,,,,,,,,,,,,,,
331,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,5.022382154550592,2018-02-23,Running 12.23 km in 1:21:24 hr (6:39 min/km),2.503823464257257,06:39,12.22946000000022,81.40523333333334,08:12:35,58.733486175537095,51.16852378845218,0.0,0.0,898.0,,,,,,,,,,,,,,,,,,,
332,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.85586818581976,2018-02-24,Running 10.26 km in 46:03 min (4:29 min/km),3.711627314519995,04:29,10.256800000000101,46.057066666666664,13:02:10,20.824120044708252,21.46091890335083,0.0,0.0,827.0,,,,,,,,,,,,,,,,,,,
333,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.851762890135734,2018-02-25,Running 10.50 km in 50 min (4:46 min/km),3.500589486441845,04:45,10.502010000000096,50.00115,12:12:26,16.14985656738281,12.598579406738276,0.0,0.0,837.0,,,,,,,,,,,,,,,,,,,
334,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.822895289533964,2018-02-26,Running 10.46 km in 45:42 min (4:22 min/km),3.814605985667466,04:22,10.461369999999727,45.70751666666667,09:56:32,15.24618411064148,12.13617372512818,0.0,0.0,848.0,,,,,,,,,,,,,,,,,,,
335,Nike+ 2.10.6  ,indoor,45.50286346295451,-73.57879973805105,4.881859035041143,2018-02-28,Running 10.02 km in 47:01 min (4:42 min/km),3.552222614170743,04:41,10.019629999999918,47.01108333333333,07:41:37,14.752071380615236,17.18300437927246,0.0,0.0,797.0,"Duration=9.614, Speed=1.73","Duration=4.013, Speed=4.15","Duration=3.958, Speed=4.21","Duration=4.114, Speed=4.05","Duration=3.995, Speed=4.17","Duration=3.879, Speed=4.3","Duration=4.214, Speed=3.96","Duration=4.042, Speed=4.12","Duration=3.907, Speed=4.27","Duration=7.052, Speed=2.36","Duration=0.229, Speed=1.43",,,,,,,,
